Reg_Metropolitana;Sub_Região;Linha;Operadora;Fantasia;Situacao;Tarifa;Inicio_Situacao;Denominacao_A;Denominacao_B;Via;Servico;Modo;ExtensaoAB;ExtensaoBA;Tipo_Veiculo;Frota_Excl_Du;Frota_Tot_Du;Frota_Excl_SA;Frota_Tot_SA;Frota_Excl_DF;Frota_Tot_DF;Viagem_DU_Ida;Viagem_DU_Volta;Viagem_SA_Ida;Viagem_SA_Volta;Viagem_DO_Ida;Viagem_DO_Volta;Tempo_Ciclo;Tempo_Ciclo_ida;Tempo_Ciclo_volta
RMSP;ÁREA 5             ;165BI1;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"5,8";19/03/2020;SANTO ANDRE (PARQUE REPRESA BILLINGS);SBC (TERMINAL METROPOLITANO DE SAO BERNARDO DO CAMPO);;COMUM               ;RADIAL;"22,991";"23,573";MINIÔNIBUS;1;1;0;0;0;0;4;4;0;0;0;0;90;40;40
RMSP;ÁREA 5             ;165EX1;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"6,8";19/03/2020;RIO GRANDE DA SERRA (CENTRO);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO DE SAO BERNARDO DO CAMPO);RIBEIRAO PIRES (JARDIM CACULA);COMUM               ;RADIAL;"35,727";"35,855";MINIÔNIBUS;4;4;4;4;3;3;26;26;26;26;19;19;155;75;70
RMSP;ÁREA 5             ;170;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (ESTACAO);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"14,002";"15,68";MIDIÔNIBUS;6;6;5;5;3;3;41;41;34;34;24;24;130;60;60
RMSP;ÁREA 5             ;170;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (ESTACAO);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"14,002";"15,68";MINIÔNIBUS;0;0;1;1;1;1;0;0;7;7;8;8;130;60;60
RMSP;ÁREA 5             ;170;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (ESTACAO);SAO PAULO (JARDIM TIETE);;COMUM               ;RADIAL;"14,002";"15,68";ÔNIBUS URBANO;1;1;0;0;0;0;8;8;0;0;0;0;130;60;60
RMSP;ÁREA 5             ;171;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"4,8";26/01/2020;SAO CAETANO DO SUL (ESTACAO);SAO PAULO (VILA INDUSTRIAL);;COMUM               ;RADIAL;"10,351";"13,347";MIDIÔNIBUS;6;6;4;4;3;3;48;48;44;44;29;29;95;40;45
RMSP;ÁREA 5             ;173;VIAÇÃO SÃO CAMILO LTDA;SÃO CAMILO;EM OPERACAO;"5,2";26/01/2020;SANTO ANDRE (JARDIM SANTA CRISTINA);SAO PAULO (JARDIM PLANALTO);SAO PAULO (PARQUE SANTA MADALENA);COMUM               ;RADIAL;"17,095";"17,645";ÔNIBUS URBANO;10;10;7;7;4;4;59;59;45;46;31;32;150;70;70
RMSP;ÁREA 5             ;177;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"5,2";26/01/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);PARQUE DAS AMERICAS;COMUM               ;RADIAL;"19,518";17;MINIÔNIBUS;5;5;3;3;2;2;36;36;25;25;20;20;140;60;70
RMSP;ÁREA 5             ;182;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";16/03/2020;SAO BERNARDO DO CAMPO (ACAMPAMENTO DOS ENGENHEIROS);DIADEMA (TERMINAL METROPOLITANO DIADEMA);DIADEMA (SETE PRAIAS);COMUM               ;RADIAL;"11,972";"11,92";ÔNIBUS URBANO;10;10;6;6;4;4;108;108;74;74;47;44;80;35;35
RMSP;ÁREA 5             ;194;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,85";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SANTO ANDRE (CATA PRETA);SANTO ANDRE (GUARARA E TERMINAL URBANO PREFEITO SALADINO);COMUM               ;RADIAL;"28,439";"23,825";ÔNIBUS URBANO;11;11;9;9;6;6;41;45;36;37;29;30;160;75;75
RMSP;ÁREA 5             ;195;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,8";04/05/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO BERNARDO DO CAMPO (BAIRRO DOS CASA);COMUM               ;RADIAL;"13,08";"13,111";ONIBUS URB.PORTA ESQUERDA;11;11;6;6;5;5;77;81;56;57;46;47;90;40;40
RMSP;ÁREA 5             ;196;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,85";26/01/2020;SAO BERNARDO DO CAMPO (PARQUE SELECTA);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE);SAO BERNARDO DO CAMPO (BAETA NEVES);COMUM               ;RADIAL;"17,812";"19,29";ÔNIBUS URBANO;12;12;8;8;2;6;81;85;55;56;49;48;115;45;60
RMSP;ÁREA 5             ;212;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"6,2";26/08/2020;DIADEMA (JARDIM SAPOPEMA);SAO PAULO (TERMINAL SACOMA);DIADEMA (SERRARIA E JARDIM CAMPANARIO);COMUM               ;RADIAL;"19,582";"21,885";MINIÔNIBUS;1;1;0;0;0;0;3;3;0;0;0;0;160;75;75
RMSP;ÁREA 5             ;215;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"6,75";08/02/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SUZANO (CENTRO);;COMUM               ;RADIAL;"30,373";"30,295";MIDIÔNIBUS;4;4;4;4;3;3;27;30;29;31;25;25;150;70;70
RMSP;ÁREA 5             ;215;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"6,75";08/02/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SUZANO (CENTRO);;COMUM               ;RADIAL;"30,373";"30,295";MINIÔNIBUS;3;3;0;0;0;0;13;14;0;0;0;0;150;70;70
RMSP;ÁREA 5             ;217;VIAÇÃO IMIGRANTES LTDA;IMIGRANTES;EM OPERACAO;"7,4";01/02/2020;SAO BERNARDO DO CAMPO (CONJUNTO TERRA NOVA II);SAO PAULO (TERMINAL RODOVIARIO TIETE);SAO BERNARDO DO CAMPO (AVENIDA SENADOR VERGUEIRO);SELETIVO            ;RADIAL;"32,486";"34,314";ÔNIBUS RODOVIÁRIO;4;4;3;3;3;3;20;20;17;17;17;17;225;105;110
RMSP;ÁREA 5             ;218;VIAÇÃO IMIGRANTES LTDA;IMIGRANTES;EM OPERACAO;"7,4";16/03/2020;SAO BERNARDO DO CAMPO (AREA VERDE);SAO PAULO (TERMINAL RODOVIARIO TIETE);RODOVIA ANCHIETA;SELETIVO            ;RADIAL;"34,923";"33,422";ÔNIBUS RODOVIÁRIO;4;4;4;6;3;3;20;20;28;28;17;17;200;90;100
RMSP;ÁREA 5             ;218EX1;VIAÇÃO IMIGRANTES LTDA;IMIGRANTES;EM OPERACAO;"7,4";16/03/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);SAO PAULO (GLICERIO);RODOVIA ANCHIETA;SELETIVO            ;RADIAL;"26,6";"24,233";ÔNIBUS RODOVIÁRIO;14;14;0;0;0;0;50;50;0;0;0;0;125;65;55
RMSP;ÁREA 5             ;218EX2;VIAÇÃO IMIGRANTES LTDA;IMIGRANTES;EM OPERACAO;"7,4";16/03/2020;SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO FERRAZOPOLIS);SAO PAULO (GLICERIO);AVENIDA FARIA LIMA;SELETIVO            ;RADIAL;"26,063";"23,474";ÔNIBUS RODOVIÁRIO;0;14;0;5;0;0;23;23;0;0;0;0;135;65;60
RMSP;ÁREA 5             ;236;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"6,2";04/05/2020;DIADEMA (TERMINAL METROPOLITANO PIRAPORINHA);SAO PAULO (TERMINAL SACOMA);VILA NOGUEIRA E JARDIM CANHEMA;COMUM               ;RADIAL;"17,091";"17,924";ÔNIBUS URBANO;4;4;2;2;2;2;26;26;19;19;12;12;120;55;55
RMSP;ÁREA 5             ;238;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,85";26/08/2020;SAO BERNARDO DO CAMPO (PARQUE LOS ANGELES);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE);SAO BERNADO DO CAMPO (JARDIM DA REPRESA);COMUM               ;RADIAL;"26,518";"26,005";ÔNIBUS URBANO;19;19;11;11;8;8;92;91;61;62;47;49;170;80;80
RMSP;ÁREA 5             ;254;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,85";04/05/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);DIADEMA (TERMINAL METROPOLITANO DIADEMA);DIADEMA (JARDIM CANHEMA);COMUM               ;RADIAL;"16,782";"17,582";ÔNIBUS URBANO;14;14;8;8;4;4;63;65;38;39;29;28;150;70;70
RMSP;ÁREA 5             ;254DV1;TRANS BUS TRANSPORTES COLETIVOS LTDA;TRANS BUS;EM OPERACAO;"4,85";04/05/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);DIADEMA (TERMINAL METROPOLITANO DIADEMA);DIADEMA (AVENIDA DAS AMEIXEIRAS);COMUM               ;RADIAL;"17,342";"17,562";ÔNIBUS URBANO;3;3;1;1;1;1;14;15;6;6;6;7;150;70;70
RMSP;ÁREA 5             ;255;EMPRESA EXPRESSO SÃO BERNARDO DO CAMPO LTDA;EXPRESSO SBC;EM OPERACAO;"4,8";26/01/2020;DIADEMA (JARDIM PADRE ANCHIETA);SAO BERNARDO DO CAMPO (TERMINAL METROPOLITANO DE SAO BERNARDO DO CAMPO);DIADEMA (PIRAPORINHA);COMUM               ;RADIAL;"11,466";"12,544";ONIBUS URB.PORTA ESQUERDA;7;7;6;6;3;3;57;61;54;54;28;28;85;40;35
RMSP;ÁREA 5             ;262;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"5,2";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (ARTUR ALVIM);;COMUM               ;RADIAL;"28,979";"28,396";MIDIÔNIBUS;1;1;5;5;3;3;4;4;23;26;18;18;180;90;80
RMSP;ÁREA 5             ;262;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"5,2";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (ARTUR ALVIM);;COMUM               ;RADIAL;"28,979";"28,396";MINIÔNIBUS;5;5;0;0;0;0;22;25;0;0;0;0;180;90;80
RMSP;ÁREA 5             ;265;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE - LESTE);SP (CONJUNTO HABITACIONAL TEOTONIO VILELA);;COMUM               ;RADIAL;"10,766";"10,209";MIDIÔNIBUS;4;4;3;3;2;2;41;41;36;33;28;25;70;30;30
RMSP;ÁREA 5             ;265;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";01/02/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE - LESTE);SP (CONJUNTO HABITACIONAL TEOTONIO VILELA);;COMUM               ;RADIAL;"10,766";"10,209";MINIÔNIBUS;1;1;0;0;0;0;4;3;0;0;0;0;70;30;30
RMSP;ÁREA 5             ;279;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";26/08/2020;DIADEMA (TERMINAL METROPOLITANO DE DIADEMA);SAO PAULO (METRO SAO JUDAS);DIADEMA (PARQUE REID E JARDIM CAMPANARIO);COMUM               ;RADIAL;"14,828";"17,291";ÔNIBUS URBANO;8;8;4;4;3;3;59;59;36;36;30;30;130;55;65
RMSP;ÁREA 5             ;305;EMPRESA EXPRESSO SÃO BERNARDO DO CAMPO LTDA;EXPRESSO SBC;EM OPERACAO;"4,8";13/02/2020;DIADEMA (JARDIM PADRE ANCHIETA);SAO BERNARDO DO CAMPO (JARDIM DO LAGO);SAO BERNARDO DO CAMPO (JARDIM CALUX);COMUM               ;CIRCULAR;"41,646";0;ÔNIBUS URBANO;10;10;7;7;3;3;56;0;41;0;17;0;130;125;0
RMSP;ÁREA 5             ;314;VIAÇÃO IMIGRANTES LTDA;IMIGRANTES;EM OPERACAO;"6,8";22/04/2020;SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS);SAO PAULO (TERMINAL RODOVIARIO TIETE);SAO BERNARDO DO CAMPO (ALVES DIAS E PAULICEIA);SELETIVO            ;RADIAL;"38,748";"35,534";ÔNIBUS RODOVIÁRIO;6;6;5;5;4;4;24;24;25;25;19;19;200;95;95
RMSP;ÁREA 5             ;323;VIAÇÃO SÃO CAMILO LTDA;SÃO CAMILO;EM OPERACAO;"4,8";16/03/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (JARDIM CLIMAX);SBC  (RUDGE RAMOS)  E SP (VILA LIVIEIRO);COMUM               ;RADIAL;"16,733";"16,531";MIDIÔNIBUS;9;9;6;6;3;3;54;54;46;46;29;28;140;65;65
RMSP;ÁREA 5             ;336;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"4,8";26/01/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);MAUA (CAPBURGO);;COMUM               ;RADIAL;"15,03";"15,382";MINIÔNIBUS;1;1;1;1;1;1;15;15;15;15;12;12;70;30;30
RMSP;ÁREA 5             ;358;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";04/05/2020;DIADEMA (VILA SAO JOSE);SAO PAULO (SAUDE);DIADEMA (JARDIM CANHEMA/JARDIM DAS NACOES);COMUM               ;RADIAL;"18,386";"17,868";ÔNIBUS URBANO;10;10;5;5;3;3;72;72;39;39;30;30;115;55;50
RMSP;ÁREA 5             ;359;AUTO VIAÇÃO TRIÂNGULO LTDA;TRIÂNGULO;EM OPERACAO;"5,7";26/01/2020;SAO BERNARDO DO CAMPO (PACO MUNICIPAL);SAO PAULO (SAUDE);SAO BERNARDO DO CAMPO (CAMINHO DO MAR);COMUM               ;RADIAL;"19,739";"20,66";MIDIÔNIBUS;5;5;4;4;4;4;32;32;24;24;24;24;120;55;55
RMSP;ÁREA 5             ;366;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,85";26/01/2020;SAO BERNARDO DO CAMPO (PARQUE SELECTA);SANTO ANDRE (JARDIM CRISTIANE);SAO BERNARDO DO CAMPO (BAETA NEVES);COMUM               ;RADIAL;"21,753";"21,795";ÔNIBUS URBANO;10;10;6;6;5;5;62;63;46;45;40;41;120;55;55
RMSP;ÁREA 5             ;374;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"3,7";26/01/2020;RIO GRANDE DA SERRA (SITIO MARIA JOANA);RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);RIBEIRAO PIRES (BARRO BRANCO);COMUM               ;RADIAL;"7,674";"6,841";ÔNIBUS URBANO;2;2;2;2;1;1;25;24;25;24;18;19;55;25;25
RMSP;ÁREA 5             ;380;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"3,7";26/01/2020;DIADEMA (TERMINAL METROPOLITANO DE DIADEMA);SAO PAULO (JARDIM GUACURI);;COMUM               ;CIRCULAR;"8,048";0;ÔNIBUS URBANO;6;6;4;4;2;2;135;0;81;0;57;0;40;35;0
RMSP;ÁREA 5             ;381;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"5,2";26/01/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SUZANO (BARUEL);;COMUM               ;RADIAL;"16,864";"18,536";ÔNIBUS URBANO;5;5;3;3;2;2;44;49;29;32;26;27;90;40;40
RMSP;ÁREA 5             ;381BI1;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"5,2";26/01/2020;RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);SUZANO (VILA FATIMA);;COMUM               ;RADIAL;"16,417";"17,604";ÔNIBUS URBANO;1;1;1;1;1;1;14;15;12;13;13;13;85;35;40
RMSP;ÁREA 5             ;382;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"6,2";26/01/2020;MAUA (BAIRRO FEITAL);SAO CAETANO DO SUL ( BAIRRO SANTO ANTONIO);MAUA (JARDIM MAUA);COMUM               ;RADIAL;"27,973";"28,295";ÔNIBUS URBANO;9;9;4;4;3;3;47;47;25;25;18;18;210;100;100
RMSP;ÁREA 5             ;382EX1;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"6,75";26/01/2020;MAUA (JARDIM ITAPEVA);SAO CAETANO DO SUL (BAIRRO SANTO ANTONIO);MAUA (JARDIM HELIDA E JARDIM EDEN);COMUM               ;RADIAL;"30,846";"29,808";ÔNIBUS URBANO;6;6;4;4;3;3;28;28;22;22;18;18;210;100;100
RMSP;ÁREA 5             ;402;RIGRAS TRANSPORTES COLETIVOS E TURISMO LTDA.;RIGRAS;EM OPERACAO;"3,7";26/01/2020;RIO GRANDE DA SERRA (CENTRO);RIBEIRAO PIRES (TERMINAL RODOVIARIO DE RIBEIRAO PIRES);RIO GRANDE DA SERRA (VILA LOPES);COMUM               ;RADIAL;"6,708";"5,016";ÔNIBUS URBANO;2;2;2;2;1;1;26;26;26;26;16;17;55;25;20
RMSP;ÁREA 5             ;403;EMPRESA AUTO ÔNIBUS SANTO ANDRÉ LTDA;EAOSA;EM OPERACAO;"6,2";26/01/2020;MAUA (VILA NOVA MAUA);SAO CAETANO DO SUL (SANTO ANTONIO);SANTO ANDRE (CENTRO);COMUM               ;RADIAL;"22,146";"24,132";ÔNIBUS URBANO;9;9;5;5;3;3;47;47;32;32;22;22;180;85;85
RMSP;ÁREA 5             ;409;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,85";30/07/2020;SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE);;COMUM               ;RADIAL;"25,113";"26,295";ONIBUS URB.PORTA ESQUERDA;14;14;10;10;8;8;62;67;52;52;45;47;190;90;90
RMSP;ÁREA 5             ;409BI1;AUTO VIAÇAO ABC LTDA;ABC;EM OPERACAO;"4,85";30/07/2020;SAO BERNARDO DO CAMPO (PARQUE ALVARENGA);SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-OESTE);SAO BERNARDO DO CAMPO (JARDIM LAURA);COMUM               ;RADIAL;"23,579";"24,86";ONIBUS URB.PORTA ESQUERDA;4;4;3;3;3;3;19;18;15;15;10;10;155;65;80
RMSP;ÁREA 5             ;424;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"4,8";04/05/2020;RIO GRANDE DA SERRA (CENTRO);SANTO ANDRE (PARANAPIACABA);RIO GRANDE DA SERRA (CAMPO GRANDE - CPTM);COMUM               ;RADIAL;"13,476";"13,436";MIDIÔNIBUS;1;1;0;0;0;0;22;22;0;0;0;0;60;25;25
RMSP;ÁREA 5             ;424;VIAÇÃO RIBEIRÃO PIRES LTDA;RIBEIRÃO PIRES;EM OPERACAO;"4,8";04/05/2020;RIO GRANDE DA SERRA (CENTRO);SANTO ANDRE (PARANAPIACABA);RIO GRANDE DA SERRA (CAMPO GRANDE - CPTM);COMUM               ;RADIAL;"13,476";"13,436";ÔNIBUS URBANO;0;0;3;3;3;3;0;0;44;44;44;44;60;25;25
RMSP;ÁREA 5             ;431;VIAÇÃO RIACHO GRANDE LTDA;RIACHO GRANDE;EM OPERACAO;"6,8";22/04/2020;SAO BERNARDO DO CAMPO (JARDIM LAS PALMAS);SAO PAULO (TERMINAL SACOMA);;COMUM               ;RADIAL;"24,253";"23,199";ONIBUS URB.PORTA ESQUERDA;9;9;5;5;4;4;54;54;32;32;22;22;145;65;70
RMSP;ÁREA 5             ;432;EMPRESA URBANA SANTO ANDRÉ LTDA;URBANA;EM OPERACAO;"4,8";08/09/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO BERNARDO DO CAMPO (BAIRRO DO TABOAO);SAO BERNARDO DO CAMPO (RUDGE RAMOS);COMUM               ;RADIAL;"14,882";"13,622";ÔNIBUS URBANO;9;9;5;5;3;3;63;62;38;35;29;27;140;65;65
RMSP;ÁREA 5             ;446;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";26/01/2020;SAO BERNARDO DO CAMPO (JARDIM BORBOREMA);SAO PAULO (SAUDE);DIADEMA (AVENIDA AGUA FUNDA);COMUM               ;RADIAL;"10,568";"11,68";ÔNIBUS URBANO;9;9;5;5;3;3;79;79;50;50;34;34;97;47;40
RMSP;ÁREA 5             ;452;TRANSPORTES COLETIVOS PARQUE DAS NAÇÕES LTDA;PARQUE DAS NAÇÕES;EM OPERACAO;"4,8";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE-LESTE);SAO PAULO (JARDIM SAO ROBERTO);SANTO ANDRE (AVENIDA ESTADOS UNIDOS E RUA JAPAO);COMUM               ;RADIAL;"9,539";"10,653";MINIÔNIBUS;1;1;0;0;0;0;3;4;0;0;0;0;55;22;23
RMSP;ÁREA 5             ;470;EMPRESA DE TRANSPORTE PUBLIX LTDA;PUBLIX;EM OPERACAO;"8,35";26/01/2020;SANTO ANDRE (TERMINAL METROPOLITANO SANTO ANDRE LESTE);SAO PAULO (AEROPORTO DE CONGONHAS);SAO CAETANO DO SUL;SELETIVO            ;CIRCULAR;"47,548";0;ÔNIBUS RODOVIÁRIO;3;3;0;0;0;0;18;0;0;0;0;0;145;140;0
RMSP;ÁREA 5             ;493;VIAÇÃO PADRE EUSTÁQUIO LTDA;VIPE;EM OPERACAO;"5,75";26/01/2020;SANTO ANDRE (PRINCIPE DE GALES);SAO PAULO (TERMINAL SACOMA);;COMUM               ;RADIAL;"14,47";"13,756";MINIÔNIBUS;10;10;5;5;4;4;62;62;44;44;36;36;100;45;45
RMSP;ÁREA 5             ;493DV1;VIAÇÃO PADRE EUSTÁQUIO LTDA;VIPE;EM OPERACAO;"5,75";26/01/2020;SANTO ANDRE (PRINCIPE DE GALES);SAO PAULO (TERMINAL SACOMA);SANTO ANDRE (FUNDACAO SANTO ANDRE);COMUM               ;RADIAL;"15,19";"14,362";MINIÔNIBUS;0;6;0;0;0;0;6;6;0;0;0;0;130;60;60
RMSP;ÁREA 5             ;494;TUCURUVI TRANSPORTES E TURISMO LTDA.;TUCURUVI;EM OPERACAO;"5,2";26/01/2020;SAO CAETANO DO SUL (TERMINAL RODOVIARIO NICOLAU DELIC);SAO PAULO (METRO ALTO DO IPIRANGA);SAO PAULO (SAO JOAO CLIMACO E TERMINAL SACOMA);COMUM               ;CIRCULAR;"30,482";0;MINIÔNIBUS;11;11;5;5;4;4;59;0;42;0;37;0;125;115;0
RMSP;ÁREA 5             ;855;MOBIBRASIL TRANSPORTE DIADEMA LTDA;MOBIBRASIL TRANSPORTE;EM OPERACAO;"4,8";26/01/2020;DIADEMA (TABOAO);SAO PAULO (JABAQUARA);;COMUM               ;CIRCULAR;"21,088";0;ÔNIBUS URBANO;3;3;1;1;0;0;33;0;11;0;0;0;75;70;0
RMSP;ÁREA 6             ;284;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE);;CORREDOR ABD        ;RADIAL;8;"8,1";PADRON;9;9;6;6;0;0;99;99;84;84;0;0;60;25;25
RMSP;ÁREA 6             ;284;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE);;CORREDOR ABD        ;RADIAL;8;"8,1";TROLEBUS ARTICULADO;4;4;6;6;2;2;56;56;84;84;28;30;60;25;25
RMSP;ÁREA 6             ;284;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SANTO ANDRE(TERMINAL METROPOLITANO SANTO ANDRE OESTE);;CORREDOR ABD        ;RADIAL;8;"8,1";TROLEBUS PADRON;6;6;0;0;5;5;81;81;0;0;70;72;60;25;25
RMSP;ÁREA 6             ;284M;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SAO BERNARDO DO CAMPO (SHOPPING METROPOLE);;CORREDOR ABD        ;RADIAL;"13,835";"14,835";TROLEBUS PADRON;12;12;0;0;0;0;93;98;0;0;0;0;105;45;50
RMSP;ÁREA 6             ;285;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"16,9";"17,5";ARTICULADO;3;3;5;5;0;0;13;11;30;27;0;0;125;60;55
RMSP;ÁREA 6             ;285;METRA - SISTEMA METROPOLITANO DE TRANSPORTES LTDA;METRA;EM OPERACAO;"5,1";26/01/2020;SAO PAULO (TERMINAL METROPOLITANO SAO MATEUS);SAO BERNARDO DO CAMPO  (TERMINAL METROPOLITANO FERRAZOPOLIS);;CORREDOR ABD        ;RADIAL;"16,9";"17,5";PADRON;14;14;6;6;0;0;86;78;42;41;0;0;125;60;55
